,baseMean,log2FoldChange,lfcSE,pvalue,padj
Mccc2-201,1.14465027718404,0.0737410485907947,0.998911420859449,0.157094347581249,0.33602262942919
Trappc5-202,14.720046968584,-0.597153123891815,0.937546299341074,0.15711314622025,0.33602262942919
Micu2-201,10.7160476850146,0.728119444842399,0.615299832416914,0.15712545779397,0.33602262942919
Cfap61-206,0.4984234774848,2.43389188088353e-05,1.01781116676422,0.157182189798737,0.336077046739258
Cd226-207,2.84203797720508,0.52824492612625,1.14446721870238,0.157337905861173,0.336343041743428
Dcp2-201,9.27944220064087,0.828718604903909,0.943924312426039,0.157475953527025,0.336529003740513
Plin2-201,1.67395226926585,0.102426222573436,0.996723380747338,0.157487553696105,0.336529003740513
Ccser1-203,7.50093282513157,-1.07690574769005,1.42497694243648,0.157745234442712,0.337012591166192
Psmd3-201,37.4860393375646,-0.380429134247974,0.281975792789632,0.157886775905233,0.337247911468287
Hp1bp3-214,5.90029211707592,-0.845279717558775,0.800081286897147,0.158117580976324,0.337673768359379
Mecr-201,21.3598282207467,-0.590413566564102,0.928941723234362,0.158191750525322,0.337730762346476
Opn3-201,2.19314861716173,-0.889329736515957,1.35046791898025,0.158207149146106,0.337730762346476
Med4-201,43.5644879411091,0.531132212999774,0.405358902147299,0.158340000656783,0.337947205852407
Ccdc87-201,0.419865186483763,-0.499073882132123,1.14462686792699,0.158386654352498,0.337979626749014
Rmc1-201,7.65355620721096,-0.787032954031159,0.732161836570106,0.158443621615032,0.338034038408873
Slc39a5-202,0.709508858344688,-0.504892054054007,1.13525535352486,0.158497621072707,0.338082098006954
Plekhj1-201,11.1317597016945,-1.16164248465804,1.40134224924319,0.158573507531539,0.338176815148657
Bbs9-210,19.5360664429289,0.716347769346317,0.615899648121852,0.158621428507135,0.338211866816921
Ssr1-201,4.25590567229434,-0.826146636843547,0.80249012375914,0.159081377774903,0.339125255022427
Baz1b-201,39.5858593090759,0.455728088604802,0.343187543456829,0.159590520952301,0.340143130172544
Car8-201,5.5266725599837,0.896382181576829,1.01023049890837,0.159649859845373,0.340202101658203
Zfp942-202,4.87915617030493,-0.841621885194386,0.79065459022485,0.15976659774644,0.340320366030531
Crlf2-201,5.00617932272385,-0.862540041177863,0.817279351574417,0.159779463035482,0.340320366030531
Usp1-201,16.6205773472931,-0.832029900929752,0.7759683407051,0.159811153013238,0.340320366030531
Zmat2-201,33.9645793528273,0.790753091769766,0.701183620107995,0.159861216746319,0.340320366030531
Ap3s1-201,5.72074372988599,0.829230077014352,0.856407754514115,0.159863765312796,0.340320366030531
Agpat5-202,4.28871601255832,0.835929437156499,0.882659158556132,0.160099001772821,0.340753611460996
Tmub2-205,0.37065896686178,-0.00687138570218779,1.01851603884157,0.160201514347901,NA
Eci2-201,0.961083962432839,0.0921832692998827,0.996833517711083,0.160302296409642,0.34111871395253
Rbm3-201,21.2410143755984,-0.811554052554422,0.810752782627988,0.160502510090002,0.341477116931432
Mthfsd-202,0.304675187900975,-0.00888562745667108,1.01871328558806,0.160531157257149,NA
Cenpx-202,46.2492377486056,0.787969744585199,0.699915375961765,0.16061032694428,0.341638838026823
Pgs1-203,67.1124693597184,-0.419375891351949,0.314413715549805,0.160760314070529,0.341890178924099
Tom1l1-201,16.1198173615771,0.733183323456337,0.619074281440118,0.16095620756954,0.34223903042597
Khdrbs3-201,0.37598979497852,0.0265696166822892,1.00906422152402,0.161057965935357,NA
Banf1-201,51.2369607142966,-0.485072855068336,0.373060301365358,0.161062443579112,0.342397144058345
R3hcc1-202,0.504260701757056,-0.00570212172314679,1.01838026961373,0.161214303392097,0.342623195629508
Sympk-201,13.4057347532448,0.6026963612592,0.487587026504983,0.16123256878674,0.342623195629508
Cpne3-201,8.02882954184493,0.641401366736244,0.530177456411471,0.161303964583993,0.3426985707967
Tbc1d10a-206,6.20081543488188,-0.758472760776028,0.740735554128478,0.16133184439759,0.3426985707967
Unc80-201,2.34353655612707,-0.658108562959771,1.08351289051847,0.16139631859328,0.342758792380434
Cep72-201,1.05414514917549,0.0900587451869503,0.997246110478051,0.161424011418043,0.342758792380434
Atp6v0a1-201,2.48150533571152,1.20407229430333,1.4596806315384,0.161487022651591,0.342824821605412
Smim4-201,1.62311478456007,0.102414342355739,0.996784549102359,0.161667518868796,0.343140187253231
Washc5-201,11.4858940453503,0.734131834943786,0.623752297899344,0.161718946103483,0.343181532801977
Tfdp2-201,2.03733776648811,1.17168219132241,1.47737762240484,0.16191947955116,0.343539215749272
Msantd2-201,2.02142998029046,-1.13647476068399,1.44088397220684,0.162039294884192,0.343725534290281
Usp9x-201,237.56888786949,-0.387418786839789,0.289198973090289,0.162147162082511,0.343886439307075
Vwa2-201,11.5886383368329,0.576369390522941,0.458035080160252,0.162233279848816,0.344001163074612
Gpr108-204,7.51449378096837,1.22873762095962,1.39809552462473,0.162420479147342,0.344330133609779
Arcn1-201,43.5102072142328,0.586326419241428,0.471540778833967,0.162459354828561,0.344344591469693
Dtwd1-202,4.76838291304434,-1.13084970211191,1.42097817140164,0.162553886306809,0.344476986922023
Anapc15-ps-201,2.03353844482407,-0.00269674805417473,1.01689484297306,0.162774417973316,0.344813065270724
Smchd1-201,31.3417639940121,0.529483634619099,0.41397029511376,0.16277667603685,0.344813065270724
Ndor1-202,0.302163861031237,-0.00858721475554485,1.01871395879009,0.162909920602159,NA
Napa-201,12.7836188643769,0.882549416151723,0.934004008429885,0.163000334739903,0.345218768883288
Eif2b1-201,156.855814568741,-0.33009569470031,0.247465289634323,0.163266815964332,0.345714988584438
Asrgl1-201,0.325311838407404,-0.0208973208740541,1.01948028684565,0.163278356213002,NA
Arpc3-202,81.5388651831174,0.379889082608202,0.283422567366121,0.163705109474257,0.346461490550027
6030458C11Rik-201,17.7499081308742,0.568496847970903,0.452072852341537,0.1637100740413,0.346461490550027
Anxa5-201,5.57973049032645,0.00380234766202348,1.01700699271917,0.163716116741011,0.346461490550027
Pias4-201,28.8583451422824,0.555058683803457,0.438424200912617,0.163800443220713,0.346571668520169
Flt1-202,1.74536732123274,-0.836521748860513,1.08615545601383,0.164056075576025,0.34697218446038
Sar1a-201,12.2276455294998,0.886440271690587,0.958251359620275,0.164090451879582,0.34697218446038
Wwtr1-201,1.26459367122243,0.124628379229284,0.990423537645739,0.164098088507237,0.34697218446038
Bmt2-201,1.17239359859994,0.921170818643784,1.39911841425228,0.164132901750123,0.34697218446038
Rps6ka6-202,12.263612289396,-0.664098415469957,0.556322740463258,0.164151241987307,0.34697218446038
Alpl-201,1.49936238831394,0.0924383348350779,0.996256018264659,0.164278080906014,0.347171974245998
Tbl1xr1-203,12.1149908003599,0.723690217187638,0.667622959404935,0.164316680318023,0.347185243897758
Rbm41-201,0.290986453557188,-0.459919436974456,1.12249036984607,0.164441852711938,NA
Atxn1l-201,8.68834919938738,0.634226778838938,0.542503651405079,0.164465795575239,0.347394948365889
Emc4-201,6.57407085866117,0.183746131884437,0.981404210548093,0.164480609513025,0.347394948365889
Tmem123-201,2.74616463955626,-0.826244200989662,0.923426679298899,0.164538851738775,0.347449645248265
Wdfy2-201,1.13517747677487,-1.02450219152656,1.44716154365412,0.164646072886339,0.347607726993917
Cmah-202,0.936701333579313,0.111712158966303,0.993208105458378,0.164706660852809,0.347646046270334
Msn-201,0.989274485017544,-0.772239003588474,1.19285502675349,0.164761017203618,0.347646046270334
Slc20a2-201,1.95558341287469,0.864925143005804,1.07381748010205,0.164761312750165,0.347646046270334
Ydjc-201,0.328156387926974,-0.00586905907785299,1.01840951073055,0.164781993979375,NA
Tnc-203,1.13367157297915,-0.378896764563022,1.04256392437586,0.164801183533516,0.347661884037123
Pak1-201,26.4297654419947,0.588858286338192,0.46798991496097,0.164909345973183,0.347800388416788
Snx9-201,45.775583133476,0.573772642926784,0.462037044534735,0.164949729727436,0.347800388416788
Gfm2-208,14.251290927714,-0.705517186395883,0.540551170213212,0.164963971232874,0.347800388416788
Ddrgk1-201,9.20239976733437,-0.272458557023828,0.93403799278052,0.165019860010351,0.347807879070901
Ncoa5-201,6.84100354759317,-0.71472006827245,0.652208063826581,0.165032280732115,0.347807879070901
Adarb1-201,0.837444492241936,-2.7901275813894e-05,1.01733536871616,0.165151526290951,0.347990917108158
Sec23b-201,1.99144902271989,0.148068089957892,0.98679932635085,0.165245283176883,0.348120186680932
B4galnt4-201,0.376358384866088,-0.00405898288814032,1.01818185693475,0.165289404966889,NA
Ankib1-201,4.23474950781591,-0.763136478360329,1.00768796512199,0.16534101479066,0.348253564878681
Parp11-201,0.513283865710538,0.000645670246527897,1.01749378631419,0.165386203071592,0.348280453517946
Ncoa7-207,1.60162134008284,0.930048328572689,1.39701764720702,0.165429122455807,0.34830255457081
Nectin3-201,7.77813346844317,0.883321723684945,0.955954772031369,0.165510979128538,0.34840661136562
Fam118a-203,7.36524952831356,-0.843764943415524,1.00112620384884,0.165702023946482,0.348740427357585
Btbd11-203,0.312589974943146,-0.00332534281570709,1.01809070585075,0.165718805140671,NA
Kdm1a-202,23.9036240943702,-0.461822887555736,0.354426485003791,0.16585754672527,0.348999366684201
Tmem242-201,7.8124499763791,-0.605714138648648,0.970458759279792,0.166053634309858,0.349343544801507
Ndufb8-201,37.858548244765,0.771831680100841,0.678055564438324,0.166147062958865,0.349471656609384
Spcs3-201,3.15549659262428,-0.306344870948201,0.963231710998555,0.16643276684531,0.350002376333609
Cnot6l-210,38.3298089948649,0.442480528457897,0.339889568618859,0.166464544841594,0.350002376333609
Cdiptos-203,0.332481045146717,-0.0037566455610156,1.01813722941728,0.166486075110321,NA
Npc2-201,20.6698915734115,-0.683196071269218,0.616527325637027,0.166576752522736,0.35013414019886
Myh3-202,1.0565250429289,-0.35900087102219,1.0160888609776,0.166592402770096,0.35013414019886
Tsnax-201,9.11154225328557,0.882279174176902,0.955044935334409,0.166734729963728,0.350328010508881
Znrd1as-201,12.2736345766209,-0.287202050981561,0.948670211507365,0.166749871321161,0.350328010508881
Best2-203,7.23174365324263,0.183838671731824,0.982612580416273,0.166928425134991,0.350634560578818
Gsap-201,1.39768329411336,-0.49853682587609,1.12640501485638,0.167157116683929,0.351046284930356
Elf1-201,3.1952612362949,0.812827751987325,0.940152489418385,0.167198266772629,0.351064069912349
Ncoa3-201,49.4446470748569,-0.460551990811934,0.354980665358309,0.167234318173645,0.351071144385634
Rab11fip5-201,4.65099737329046,0.815642439904439,0.849077046289421,0.167323739785875,0.351190233055855
Rpl7l1-201,5.99690494999318,-0.746465187327793,0.918536229016002,0.167551890817696,0.351566714698054
Chchd7-203,3.20264885613187,0.0737948351165849,0.998598177695931,0.167568570029235,0.351566714698054
Setd1a-201,28.5619940114436,0.409350956295901,0.313453818719048,0.167750699047175,0.351880103332309
Bmp7-201,0.795872396276297,-0.650014238215006,1.15607166503496,0.168093467144966,0.352530266316131
Insr-201,0.716703882320851,0.687595286129926,1.15097650226993,0.168272610367999,0.352837083851854
Zeb1-201,1.40756473370097,1.16799172456175,1.47313806425777,0.168362958105503,0.352900745585223
Oas1g-201,0.695553822754762,-0.000808214682647193,1.01769731131409,0.168419669092299,0.352900745585223
Emp2-201,17.3518711562377,-0.74440738031283,0.702215668402863,0.16843986168018,0.352900745585223
Tlk1-201,3.7993142343923,0.875196573814122,1.02004632350527,0.168464855783204,0.352900745585223
Shld2-201,4.92324990804844,1.19103256205165,1.44442588088053,0.168467233602777,0.352900745585223
Eif3a-201,24.0737105273444,0.73453091595344,0.709430309903773,0.168619750330625,0.353124594804637
Ints2-201,5.01893911000395,0.784065987846008,0.734092520200568,0.168718244702228,0.353124594804637
Pik3r3-201,0.751603486740713,1.00065929560872,1.47306797461671,0.168776020279355,0.353124594804637
Gria4-202,4.85005836565893,-0.793346760023103,0.778155859137851,0.1687994323521,0.353124594804637
BC049352-203,0.425553080405803,-0.00169411790146364,1.01786398389377,0.16882632528131,0.353124594804637
Lamtor4-201,17.6136746353768,0.201882750303964,0.979491453437574,0.168839284157108,0.353124594804637
Ppwd1-201,11.6553518331891,-0.781844354472498,0.746307969195231,0.168854298654368,0.353124594804637
Tmem229b-201,0.599098199786597,-0.892767246006702,1.40176289928652,0.168868691282242,0.353124594804637
Plagl2-202,0.576537057122994,0.520276718257324,1.14743110241724,0.168899706604628,0.353124594804637
Ttpa-201,0.580062153612821,0.831098808593724,1.35409828092757,0.168902827043961,0.353124594804637
Nono-201,39.7468185712075,0.48595277869371,0.377609498010364,0.169162388325193,0.353587607048317
Tmc4-201,9.70790719683685,-0.776494335869975,0.952286671955261,0.169190122903402,0.353587607048317
Ggact-201,0.463644384336267,-0.00589931882397889,1.01836082074777,0.169363035784839,0.353880126512497
Cryzl1-201,1.04928455408805,-0.639654617225104,1.09128683499014,0.169410149322474,0.353909728514589
R3hdm2-212,15.253853339141,0.626223745278348,0.519840510449994,0.169474334779718,0.353974976512489
Abitram-201,2.5873354303302,0.00326109056265913,1.01699641832294,0.16950986837418,0.353980366655412
Vav1-201,0.370113245065765,-0.00412312143410999,1.01819252619554,0.169764576193826,NA
Fignl1-207,22.8755722057436,-0.496508508597175,0.389542564424751,0.170022178456368,0.354981193581789
Hivep3-202,1.06448435673808,0.658435754884597,1.12088728773161,0.170203643784732,0.355291010791992
Mapk11-201,1.19244848771651,0.0954500499188577,0.996600651223049,0.170266385859079,0.355352927316538
Grpel1-201,18.2889061969448,-0.733548658968542,0.781687442740929,0.170550144220545,0.355876000236421
Kcng4-201,3.32567944311013,-0.789394821500987,0.908321721616754,0.170677599504651,0.356020894666692
Ssc5d-201,0.658411682124082,-0.347801728004544,1.025915014277,0.17071234507301,0.356020894666692
Acte1-202,1.33535345516262,0.00252640721417078,1.01715625235362,0.170745118202373,0.356020894666692
Mettl23-201,3.14912321217799,0.164127812077007,0.984204869215606,0.170752155029119,0.356020894666692
Iqcf5-201,8.64810408782261,0.162066928257938,0.985309332372644,0.170793005934579,0.356036962885551
Kank1-201,1.23850937067298,0.123362734173091,0.991421871576854,0.17085937305139,0.35608773395309
Donson-201,7.10910924053605,-0.806769148314876,0.763231432390753,0.170900473962716,0.35608773395309
Timm8a1-201,4.37866701970164,0.108090098114459,0.994973206742824,0.170922630271939,0.35608773395309
Cul5-201,30.5399092124917,-0.535222222443287,0.427431986562147,0.17094995754944,0.35608773395309
Insig2-201,0.35590058512468,-0.00192599933863365,1.01792470389632,0.171010894151852,NA
Ncbp3-201,4.78286755909559,0.874156789180024,1.02866871389405,0.171078919112914,0.356274175774914
Slc25a48-201,16.0392042737213,0.737308249934974,0.6690112313125,0.171105797134871,0.356274175774914
Sorcs2-201,6.49847387796711,0.799583847115083,0.968174206472321,0.171163228961197,0.356298488109734
Rnf220-202,35.2488977535765,-0.510492852301085,0.413907662052832,0.171196370804685,0.356298488109734
Dok4-201,3.89202710637999,-0.340768509294449,0.996461138466023,0.17121697967068,0.356298488109734
Pdss1-201,1.84828228112647,0.913585542385202,1.38612553690101,0.171266221275368,0.356331928905675
Ybx3-201,48.4611153538999,-0.48762933851727,0.383956705648402,0.171318618251273,0.356371920459948
Rapgef1-203,4.44871194797577,-0.735922353440859,0.686050827525517,0.171468909407546,0.356615493679741
4930470P17Rik-201,0.301534055497759,-0.0085481535355736,1.01870501710353,0.171490405823054,NA
Surf1-201,20.2795687987812,-0.264978342934405,0.930759352048939,0.171603343208482,0.356825999370019
Nup43-201,23.9863581843578,-0.627029037046579,0.546969377792666,0.171674240201337,0.356904332928733
Sox30-201,0.525490258868739,0.750803987440327,1.3211621312736,0.171726961017696,0.356944855892433
Lsm11-202,6.09665041732489,-0.703808560657691,0.658525488362371,0.171822112111739,0.35707354000857
Lrrc27-201,1.46062993405595,-0.493079827783501,1.12085434361603,0.172022048776437,0.357393608393672
Serinc3-201,12.5861901395052,-0.660471483880694,0.571283048326573,0.172067122949943,0.357393608393672
Mapk14-202,1.51813643498864,1.14985219632086,1.46634998784244,0.172108334016847,0.357393608393672
Cc2d2a-201,0.5164029107977,0.0455304994264269,1.00482208483804,0.172109210223466,0.357393608393672
Stk40-201,1.69243111436929,1.09902154558836,1.46985348683757,0.172181617472514,0.357474861787736
Meis2-203,83.2044286959176,0.802131411727185,0.84190629456684,0.172246320026866,0.35754009076881
Rab3il1-201,11.9361656475951,-0.698721880881922,0.674805768723114,0.172340715726682,0.357658433842307
