,baseMean,log2FoldChange,lfcSE,pvalue,padj
Galnt13-203,0.458577101394564,0.321097590314245,1.03612085271541,0.644762396386673,0.804795846463586
Eaf1-201,0.611226282381796,0.237756792192875,0.998480049025816,0.644765691180936,0.804795846463586
Tspan6-201,0.109445480811847,-0.00340194358042038,1.01823222226934,0.64479200931763,NA
Stac-201,0.108666105705062,-0.00355475141926232,1.01825948285279,0.644792009351642,NA
Amacr-201,3.05928262967481,-0.235691839744575,0.830335519394846,0.644867981864064,0.804830005946761
Dnase1l3-201,0.232434691109024,0.00548718018539344,1.01700764879838,0.644910718395763,NA
Ccdc102a-201,0.216951822723785,0.0043868936100404,1.01714797474604,0.645030648141963,NA
Fam71d-201,1.27820600597589,0.279794168252317,0.998642845798273,0.645052078966787,0.804966244454139
Zfp955a-201,3.5187796306463,0.212316187971169,0.861860401786655,0.645270800654771,0.805145654621158
Axl-201,0.257412599194934,0.225037750321707,1.02843063923199,0.645386223212312,NA
Csad-201,25.125193908106,0.179144385295175,0.432138961265778,0.645434409800671,0.805256263656075
Fshb-201,0.250735040112426,0.00447704330618163,1.01716293285727,0.645466389530947,NA
Zfp53-202,1.37546247306031,0.134703084535918,0.928262920553279,0.64570032099038,0.805494466157085
Aldh3b2-201,0.0582134454015253,-0.0161031114730719,1.01938656603572,0.645799483041901,NA
Lrrfip1-201,30.4894325901835,0.217283130193707,0.571650136821801,0.646026140132819,0.80555510395915
Supt5-208,25.5328192680896,-0.177391239429191,0.422199097301828,0.646080732541284,0.80555510395915
Ints4-201,17.7120686360202,0.187160898085974,0.455442369010874,0.646082736448085,0.80555510395915
Prmt7-201,10.0158933906664,0.664836633224796,1.07856689511296,0.646095214340483,0.80555510395915
Flna-203,5.01007089616077,-0.220906487401226,0.882674247001637,0.646123885283191,0.80555510395915
Cldn20-201,0.217152597035932,0.0208568873486405,1.01647743201073,0.646260942197623,NA
Pgk1-201,15.9479091175557,0.203636897629759,0.503096204657202,0.646385340619809,0.805787551228732
Sftpa1-202,0.0580035060827903,-0.0160900029896563,1.01938627643371,0.646405270088096,NA
Cdh11-201,0.657327182385776,0.428002708480027,1.06331716286895,0.646622264138976,0.805873463586909
Cdk13-201,12.2485044279134,-0.200188684199747,0.502538083060938,0.646667628864955,0.805873463586909
Mettl7a3-201,12.3990448835522,-0.226057988661241,0.726948523944645,0.646679320063225,0.805873463586909
Cracr2b-201,0.0578846775260573,-0.016072436783273,1.01938591885318,0.646741329957798,NA
Kcnn1-201,0.0578846775260573,-0.016072436783273,1.01938591885318,0.646741329957798,NA
Ift140-201,2.12004088527399,0.339341380902607,0.879355749851517,0.646762156403742,0.805883201959052
9430069I07Rik-202,0.0577658489693242,-0.0160702646417038,1.01938587909634,0.647078063789523,NA
Nop16-201,0.607885871069558,-0.10130956800805,0.947507480716858,0.647172611880784,0.806301113062327
Fezf2-203,0.0577216658718039,-0.0160659422239728,1.01938578171283,0.64722034997675,NA
Prl2c5-201,0.0577216658718039,-0.0160659422239728,1.01938578171283,0.64722034997675,NA
D630023F18Rik-201,0.551109139715283,0.0201480720029505,1.01619050914045,0.647508709101978,0.806541914660285
Fastk-201,2.70748996291936,0.626508848974337,1.08950358753524,0.647739986175126,0.806541914660285
Akr1b10-201,0.057511726553069,-0.0160605805999445,1.01938567410801,0.647831413168575,NA
Lsp1-202,14.153665676704,0.378380502344817,0.888897364593165,0.647874056420341,0.806541914660285
Thyn1-202,8.48806014039798,0.66631155598351,1.08035805890425,0.647877553476203,0.806541914660285
Ykt6-201,0.895066514774209,-0.112496847741553,0.928245663034635,0.64792871698401,0.806541914660285
Fstl3-201,0.891828641307514,0.0105676873039852,1.01633302463992,0.647956262545707,0.806541914660285
Dmxl1-202,7.01026065546646,0.224044438056625,0.596974593682747,0.648022182016944,0.806541914660285
Tox2-205,2.33620747427369,-0.236453715238881,0.774714095935026,0.64802932406487,0.806541914660285
Slc35a2-202,3.84482132595852,0.230572563290109,0.692529013438343,0.648041637072512,0.806541914660285
Zfp879-203,0.108160884094394,-0.00302361102715985,1.01820025664018,0.648072787040687,NA
Gstt1-201,0.0573459703318544,-0.0160598245303183,1.01938567053878,0.648301282963689,NA
Lmntd2-201,0.0573459703318544,-0.0160598245303183,1.01938567053878,0.648301282963689,NA
Gzmc-201,0.106646570787773,-0.00355999017239685,1.01824850845848,0.648362304335691,NA
Adamts17-201,5.25915050671241,-0.223477222472523,0.617810731566656,0.648720902962711,0.80729378355253
2200002D01Rik-201,0.057182958677601,-0.0160552618176346,1.0193855763943,0.648784854809712,NA
Tcp11l1-202,0.1271915752488,-3.14665456821193e-05,1.01775481815845,0.648835183279585,NA
AU021092-201,0.0571360310131195,-0.0160554915346991,1.01938558643914,0.648916228112957,NA
Pik3r6-202,0.0571360310131195,-0.0160554915346991,1.01938558643914,0.648916228112957,NA
Casz1-202,0.570906343409885,0.333262658395494,1.03600986239129,0.64902544396556,0.807577719424657
Wnk2-203,87.1729843844438,0.148157189927633,0.349202815219888,0.649099425573681,0.807577719424657
Dhx58-201,0.105073329577349,-0.00290961107578563,1.01828541225445,0.649250999817131,NA
Trp53bp2-201,0.0570172024563864,-0.0160399125906352,1.01938521084232,0.649257453599403,NA
Cpe-201,0.423830593347956,0.150237151531739,1.00050306230116,0.649287161641846,0.807618927418287
Abca2-201,3.82668200138565,0.233472222777638,0.708487509952891,0.649293783222219,0.807618927418287
2310034G01Rik-201,0.106889983267316,-0.00373439574218371,1.01821964432859,0.649333455377389,NA
Alyref2-201,0.105026401912868,-0.00290968954648299,1.01828521722179,0.649333455378048,NA
Incenp-201,33.2850914493939,-0.15258233632138,0.361997321438946,0.649416919669924,0.807618927418287
Zxdb-201,1.77099626891508,-0.221258124727478,0.864683869039806,0.64946360189514,0.807618927418287
Ddx11-201,26.4232460885342,-0.180027547217614,0.43820664900613,0.649508463411523,0.807618927418287
2010106E10Rik-202,0.104863390258615,-0.00290449359325703,1.01828445443643,0.649630953284966,NA
Ndufa1-201,22.7656843186694,-0.235904051600136,0.789425067242089,0.649855987432616,0.807957525115875
Muc15-202,0.330823381654136,-0.204164073536547,1.02593523111346,0.649872162632452,NA
Hdc-201,0.0568072631376515,-0.0159324220084827,1.01938278491545,0.649876066903517,NA
Tpm3-rs7-201,7.42421768324486,-0.253489634319278,0.90004595928807,0.650162762156214,0.808245387233197
Frem3-201,0.0566911791478796,-0.0159214246698607,1.01938254429317,0.650231860169481,NA
Rab11fip4-201,2.95481737265473,-0.237637709885857,0.735667463800806,0.650246860291751,0.808246716387889
Tsga13-201,0.106348531506152,-0.00303589175127969,1.01821594037881,0.650304678597121,NA
Fbln1-201,0.706783953837631,0.228301808929402,0.999451055913018,0.650314314814795,0.808246716387889
Disp3-201,0.0566442514833981,-0.0159199691772127,1.01938251382383,0.650364388376825,NA
Slc22a20-201,0.0566442514833981,-0.0159199691772127,1.01938251382383,0.650364388376825,NA
Tmc2-201,0.0566442514833981,-0.0159199691772127,1.01938251382383,0.650364388376825,NA
Zfp866-202,2.55054525434932,0.248831924239898,0.813908336457206,0.650423199212129,0.808262311381652
Coa3-201,3.61649936526449,0.0122825221817505,1.0160221254343,0.650477348900985,0.808262311381652
Ago4-201,0.234659114396968,0.00369415093470736,1.0170404676318,0.650491045028138,NA
Dhx29-201,19.5243195971369,0.195424001190482,0.492212678855042,0.650564913592512,0.80827761991797
Cdc42ep5-201,0.056525422926665,-0.015914734844457,1.01938240187505,0.650708390448661,NA
Kcnq5-201,0.056525422926665,-0.015914734844457,1.01938240187505,0.650708390448661,NA
Podn-203,0.056525422926665,-0.015914734844457,1.01938240187505,0.650708390448661,NA
Ddx50-201,5.82172035935593,-0.00428741607808847,0.864205682845783,0.650733513987273,0.808290374744494
Etv6-201,0.106116363526608,-0.00189971751976723,1.01821156290245,0.650737331122073,NA
Acsm2-207,0.602976221364953,0.0117125439717618,1.01650716137853,0.650738782344416,0.808290374744494
Tpst1-201,0.752178288917835,0.0202006781223363,1.01612133105573,0.650800917069924,0.808290374744494
Nrtn-201,0.0563624112724116,-0.0159036284068039,1.0193821593909,0.651199254167259,NA
Hoga1-201,0.105859496543392,-0.00174389629621799,1.01821051390651,0.651204239547781,NA
Osgin2-201,0.24731089437064,-0.139552505825723,1.02264835844758,0.651296561269236,NA
Odf3l2-201,0.0563154836079301,-0.0159027590389452,1.01938214157679,0.651332420825256,NA
Edn1-201,1.68622842556013,-0.307276973072465,1.02922258829287,0.65144649120078,0.808998636818355
Tafa5-202,0.0562685559434486,-0.0159019413095892,1.019382124828,0.6514657753245,NA
Prpf3-201,12.4789315879967,-0.321956406498025,0.716093793310161,0.651741585833656,0.809183317669601
Ckap5-204,123.760073936925,-0.118162059746329,0.270577767579573,0.651762209280938,0.809183317669601
Ppcs-201,0.105530728667924,-0.00177057391196548,1.01820924359819,0.651803748294084,NA
Rps19-203,47.0534503557277,-0.224507528285876,0.774633482607912,0.651821192310097,0.809183317669601
Syne4-201,0.0561524719536767,-0.0158917994161996,1.01938190014322,0.651825228909031,NA
Dmc1-201,1.54039427754278,0.0112341313556341,1.01621327370756,0.651982984133651,0.809290641964835
Phf20l1-203,1.58897691774068,0.134327333497728,0.927363341044624,0.652285228511305,0.809497417489412
Stap2-201,0.0559867157324621,-0.0158859966908991,1.01938177241622,0.652306201773255,NA
Plac1-202,0.582004312512272,0.292557624469826,1.03505670799354,0.652315920196715,0.809497417489412
Hivep2-205,3.32150428391266,0.229134126643259,0.688448711166504,0.652375641705999,0.809497417489412
Cyp2g1-201,0.105768398204117,-0.00152833580727407,1.01818671196787,0.652405468576231,NA
Robo2-202,2.15923071843611,0.340362803769746,1.03589905734959,0.652740469546464,0.809842210904137
Cbr2-201,0.0558237040782087,-0.0158735374246791,1.01938149218819,0.652801834466405,NA
Gm11756-201,0.0558237040782087,-0.0158735374246791,1.01938149218819,0.652801834466405,NA
Mt1-201,1.23008378922535,0.00517989905840302,1.01700018023714,0.652804291958566,0.809842210904137
Ctrc-201,0.0557767764137272,-0.0158720315048818,1.0193814578473,0.652936412739864,NA
Polr2k-202,23.1158132583989,0.369201505912855,0.99468712230664,0.65297179898302,0.809956473981016
Hsf2-201,2.34600656638026,0.218593819483487,1.02837945206935,0.653246163916117,0.810203243596228
Adam1b-201,0.0505744824287495,0.0422327828481401,1.01888134822443,0.653271076239038,NA
Grxcr2-201,0.0556579478569941,-0.0159598835818508,1.01938365457067,0.653285715740501,NA
Crisp3-201,0.0554949362027407,-0.0159504848462671,1.01938326365626,0.653784249734279,NA
1700012B09Rik-201,0.0554480085382592,-0.0159337161888652,1.01938287925888,0.653919550485054,NA
Slit1-201,0.0554480085382592,-0.0159337161888652,1.01938287925888,0.653919550485054,NA
Stx3-202,0.0554480085382592,-0.0159337161888652,1.01938287925888,0.653919550485054,NA
Grm4-201,32.7290031658774,-0.436537617185394,0.457588443760377,0.654029137483006,0.810945693058578
Tbc1d2b-201,2.61728041742809,-0.23379522891,0.721526634913872,0.654047203806373,0.810945693058578
Zmat5-201,14.4912377795263,0.323079884304187,0.995353540637883,0.654071260906677,0.810945693058578
Traf7-215,15.3575116823839,-0.2076324807365,0.546917993078395,0.654292739516824,0.811039484990301
Itprid2-202,7.1362400382615,-0.217944196599113,0.603048346992134,0.654297912579217,0.811039484990301
Ankle1-201,0.0552849968840058,-0.0159328642519639,1.01938314598966,0.654420080087593,NA
Htr3b-201,0.0552849968840058,-0.0159328642519639,1.01938314598966,0.654420080087593,NA
Ptprq-201,0.741349703203441,-0.137576095797945,0.997897970508741,0.65463125020864,0.811359050391278
Ttc32-201,2.39239207697281,0.0217159604249062,1.01589303888086,0.654728270399078,0.811385680736836
Ccpg1-201,0.274818736797306,0.00731087445653487,1.01679526557816,0.654855804401401,NA
Ndnf-201,0.0551192406627912,-0.0158630714846736,1.01938123838711,0.654908470542164,NA
Susd1-201,0.0551192406627912,-0.0158630714846736,1.01938123838711,0.654908470542164,NA
Vmn1r76-201,0.0500567135927473,0.0420919168530072,1.01887207718976,0.654996319135176,NA
Map3k20-201,1.26181376953486,-0.178517841809039,0.875088583391849,0.655065086068245,0.811623425144369
Hspa13-201,2.02757356360741,-0.224500689850528,0.833467497653608,0.655071224725533,0.811623425144369
Pex5l-208,0.1037488508641,-0.00359903478420452,1.01820044447049,0.655093957159769,NA
Cpne1-203,0.178803566430448,0.0244846416998609,1.01688550367387,0.655186503507522,NA
Zfp780b-204,0.0550031566730194,-0.0159339209109689,1.01938288880115,0.655275576799138,NA
Dusp22-202,0.974130214288286,0.0213945157893086,1.01610111545661,0.655390036158202,0.811875699607264
Cryba1-201,0.0549562290085378,-0.0159414285020546,1.01938306625304,0.655411993355294,NA
Irx1-201,0.0549562290085378,-0.0159414285020546,1.01938306625304,0.655411993355294,NA
Wwox-201,4.75736992076182,0.613905459753269,1.08738017594214,0.655425997672146,0.811875699607264
Flot1-201,8.92977404526046,0.000943259339363489,0.874153773989336,0.655509889338967,0.811885994613073
Faf1-201,8.51018213619386,-0.225063641638073,0.669688191269659,0.655760661667093,0.812049189900537
Spopl-203,1.00869084044047,0.0206156844154444,1.01606029841866,0.655792843268215,0.812049189900537
Myd88-201,1.83793189879157,0.12888166205812,0.927328616720985,0.655978775261296,0.812104551794151
Tsr1-201,3.21234713879449,-0.221644639958141,0.780622707359257,0.655988754041877,0.812104551794151
Micos13-201,8.70244065665392,0.375688582916235,0.993915801949547,0.656134489827134,0.812120724763585
Sh3rf1-201,14.8588094767635,0.186362635551201,0.476063265919907,0.656153022735352,0.812120724763585
Wnt9a-202,0.0546743887975514,-0.0158824578597844,1.01938175638921,0.656272578686408,NA
Atp10a-201,3.11942533363992,0.588944265298793,1.0893134573524,0.656358420111388,0.812277153617653
Cdcp3-203,0.0546274611330699,-0.0158781806288511,1.01938166363116,0.656409780338721,NA
Tssk5-201,0.0546274611330699,-0.0158781806288511,1.01938166363116,0.656409780338721,NA
Nr2c1-203,4.33269515138557,-0.314318256526715,0.878334932912144,0.656430643321062,0.812277153617653
Ppp3r2-201,0.0545805334685883,-0.01587388298801,1.01938157040163,0.656547064768815,NA
Sgms2-201,0.340753406307096,0.0051551954362517,1.01701935674964,0.656815599830994,NA
AB124611-203,0.0544644494788165,-0.015860323642556,1.01938127619094,0.656917964173884,NA
Tll2-201,0.0544644494788165,-0.015860323642556,1.01938127619094,0.656917964173884,NA
Usp6nl-201,0.852755670951764,-0.316147456551051,1.02579245062025,0.656942305165454,0.812816659996235
Klk5-201,0.0544175218143349,-0.0158558446013481,1.01938117832195,0.657055623141092,NA
Psenen-201,40.5107361323535,0.213940692009062,0.553112925795577,0.657240264800244,0.813091664687807
Srgap1-202,4.62811718149958,0.192352945040067,0.79798203812049,0.657635174010797,0.813486531462918
Pex12-201,5.30750998828464,0.338951517764276,0.848984675524563,0.657781763885568,0.813574174744821
Mtmr12-201,0.418019031793144,0.299448350768011,1.03247542287706,0.657868481183703,0.813587753266789
Hykk-201,0.22333034020265,0.0433458401119648,1.01034505610874,0.657988111152647,NA
Yars-201,0.0540418262743854,-0.0157963820225427,1.01937982579822,0.658201772412596,NA
Kifc3-201,21.3524638470672,0.147360493231383,0.356691617286662,0.658354870437778,0.814095547167332
Ldlrad4-201,1.77279351441686,0.207388079427726,0.998961245204433,0.658709362731728,0.814356007933869
Smarcc2-201,6.57824663984502,0.216172166188413,0.614220577327172,0.658717124645074,0.814356007933869
Akt1s1-202,8.05371815568864,-0.225605545664685,0.696106265398227,0.658949540618975,0.81454959324845
Cdh6-201,0.260339355527127,-0.138000571234082,1.0293729298998,0.659040010154709,NA
Plbd2-201,1.95082262397761,-0.16321420248582,0.831272904876283,0.659166808222638,0.814585015159109
Ccdc152-202,0.621267669038927,0.15824525323923,0.99990752653072,0.659196001179744,0.814585015159109
Ttc34-201,3.53569448601113,-0.129518901025793,0.881593697368753,0.659205691377596,0.814585015159109
Tmem230-203,8.47091981580182,0.347060667472358,1.0355913968717,0.659403555645021,0.814735794195861
Snai2-201,0.0487109010743015,0.0419792748537746,1.01886579131949,0.659449631673597,NA
Nlrp12-201,0.0535969744091456,-0.0158034134617331,1.0193799856553,0.659593150869913,NA
Wrap53-201,0.0535969744091456,-0.0158034134617331,1.0193799856553,0.659593150869913,NA
Mroh7-201,5.86967937513359,0.630351911268431,1.08430178673746,0.659967275626458,0.815280876669839
Sema4c-202,1.17472228863261,0.178563089525934,0.928987512810838,0.659996509357747,0.815280876669839
Marcks-201,0.855159600929311,-0.000136242029026927,1.02009380962439,0.660190581931249,0.815426840416866
Mylk3-201,0.229151208743694,0.00371226196317503,1.01724381051116,0.660260221309919,NA
Hmgn1-201,22.3788990514824,0.213261647888405,0.691099011669598,0.660314940347454,0.815486673857479
Ndufv3-201,17.4612604058554,0.0218829121011945,0.838103851482844,0.660536629880598,0.815666683317322
Sult2a7-201,0.223615452490862,0.00121143757204743,1.01756099951246,0.660766530027277,NA
Otx1-201,1.32851427281739,0.50234397392669,1.07687092717934,0.660802562025401,0.815798604712005
Dnmt3b-210,3.71868405155404,-0.279595433109883,0.724687955795536,0.660867601499002,0.815798604712005
Ccdc12-201,16.96643887767,0.0179118520988763,0.844719538775119,0.660871295680866,0.815798604712005
1810009A15Rik-201,0.602536588910948,0.00967492732970708,1.01646560050821,0.661067119683169,0.815801486234443
Nup210-201,2.77483059554318,0.223832375408748,0.769689529677121,0.661082085200262,0.815801486234443
Akt2-205,3.45154263441996,-0.216698818103376,0.796607610780285,0.661222963978557,0.815801486234443
Utp3-201,8.34946695473484,-0.173509872512356,0.719795803676682,0.661248498462994,0.815801486234443
Kif13a-201,1.31475857445957,0.273461354066847,0.916765587659276,0.661253355114811,0.815801486234443
Hesx1-201,0.0530582672149427,-0.0158982285199685,1.01938218518747,0.661278205034898,NA
Gm6367-201,2.50639898779483,0.0111262492706927,1.01607005124508,0.661527670448876,0.816046191543618
Agbl3-205,0.953304862238747,0.0151241989786463,1.01594331832896,0.661736176858889,0.816180935279569
Zfp119a-201,0.63943734200609,0.00865479809875501,1.01638882683186,0.661788861132475,0.816180935279569
Rin3-201,5.21689059191085,-0.222383064262724,0.654021881390654,0.661885720496568,0.816185400881362
Ing4-201,1.34171633670455,0.308963696707131,0.998644686081489,0.661944443537369,0.816185400881362
Gins2-201,15.3822146423226,0.659021228710021,1.07799615883168,0.662228691083912,0.816332172626241
Apmap-201,0.891270152364469,-0.469543988398323,1.057571781129,0.662231780338181,0.816332172626241
Sgpl1-202,0.55143359889388,-0.176858648131208,1.01834863265309,0.662294793606074,0.816332172626241
Rnf133-202,0.229072262182757,0.00279545226270604,1.01726292311369,0.662303947369661,NA
Dcst2-201,2.68753735083013,0.215267738516114,1.00007640699438,0.662388395359128,0.816332172626241
Cep164-201,49.8380633875406,-0.124300192361544,0.296459474838928,0.662631169860852,0.816332172626241
Phka2-201,9.93524264414609,-0.219287562822259,0.663312696224018,0.662639580494319,0.816332172626241
Vldlr-207,0.671491626596716,0.452986459257109,1.07025268917503,0.662681780424322,0.816332172626241
Crmp1-201,1.83046164483434,0.223553747102623,0.776409628050479,0.662763197964279,0.816332172626241
Timm8b-201,37.5005059377319,-0.212571021277313,0.605708632805163,0.662818007721371,0.816332172626241
Rln3-201,23.6752483318544,-0.29063731775888,0.601768697318831,0.662901598981977,0.816332172626241
Dock10-201,1.05887993333175,0.200043702768675,0.998250990057996,0.662970543551836,0.816332172626241
Kifc2-201,0.616156764423146,-0.252380948770851,1.02733138171456,0.663045008455075,0.816332172626241
Slc38a10-204,1.67039403326647,-0.164077312129185,0.8386388636413,0.663068124818682,0.816332172626241
Glipr1l2-201,0.0476266948266383,0.0418211676410092,1.01885677406843,0.663160539244653,NA
Jakmip1-201,0.95766900252981,0.279743936522495,0.998823403502473,0.663174800512646,0.816332172626241
Fubp1-202,17.5953103363767,0.186067515707528,0.486566699941294,0.663235566575817,0.816332172626241
Rps15a-204,166.779913453573,-0.207306032408225,0.361349656255351,0.663279389562635,0.816332172626241
Tox3-201,8.24791602492099,-0.182503711370725,0.991372122450329,0.663557049096138,0.81653201998628
Vps53-201,9.82614740603546,-0.213464733692789,0.665526031134507,0.663594382354951,0.81653201998628
Arl14epl-202,0.69888294294413,0.0204577756239146,1.01614670661379,0.663753086728533,0.81653201998628
Map7-202,13.9841149137012,0.186752702908665,0.495529665232753,0.66382053996284,0.81653201998628
Msmp-201,3.06648189407162,0.346917544507571,0.994485288598153,0.663887626739357,0.81653201998628
Cyp7b1-201,3.85774111851456,-0.223696738370833,0.768002303235713,0.663897846077097,0.81653201998628
Sftpd-201,0.215228086194857,0.0220967041679873,1.01659968027217,0.664089947859659,NA
Mad1l1-201,22.3746935453817,-0.180500561536346,0.46818419466497,0.66413466277158,0.816729770748977
Ormdl2-201,1.01350484762524,0.0108153458357093,1.01629947106206,0.664390352006684,0.816950682378182
Mylk2-201,0.0996079124209516,-0.00187079138939275,1.01815515793646,0.664580286079782,NA
Def8-204,2.04473727426542,0.236689699269052,0.809959476514237,0.664857173468104,0.817431127091035
Gid4-201,2.35585525895472,0.242574265602878,0.804433421164194,0.665044845077244,0.817568290892625
Ece1-201,3.65646757176182,-0.217983632003758,0.801006766823551,0.665246984008731,0.817723206570751
Fancb-202,3.97341590016904,0.221321444223096,0.772259399157336,0.665496943273761,0.81791746445448
Pacsin1-211,52.4498722557015,0.209755755764383,0.591528896676589,0.665557303742005,0.81791746445448
Mov10-207,1.23677359729246,0.274220448841363,0.998636668746913,0.665647178227224,0.817934338654409
Cpeb3-201,9.73018379188593,-0.181568993453019,0.469891644547341,0.665938523470343,0.818198744037336
Dapk2-201,1.98266436695825,-0.538990932214116,1.07224510553782,0.666133655418635,0.818245047122889
Thrap3-201,13.8738938054139,0.181055799157567,0.470677873337503,0.666134810974941,0.818245047122889
Tnfsfm13-203,0.0963823194774233,-0.00322520467319183,1.0182412784314,0.666165189531575,NA
Atg4a-201,1.92362097854385,0.128261443105549,0.925223868500744,0.666204727437794,0.818245047122889
Arap3-201,0.408399300159762,0.00601931326150919,1.01672513391829,0.666340735335036,0.818318529663765
Brinp2-201,0.346763578786995,0.00522382303831588,1.01729512482288,0.666863720688077,NA
Ptpn22-201,17.4834145196729,-0.221466336163725,0.729749259216093,0.666940041241139,0.818901000598969
Znrf3-201,1.62321520592125,0.219862885957326,0.809875967496832,0.666967497136509,0.818901000598969
Arhgap1-202,9.43268304245201,0.190599083273164,0.518149298899566,0.667193535582903,0.819084909626462
Ash2l-201,11.2886718771925,0.200662070125103,0.554190086720171,0.667323988802771,0.81915144414574
Sf3a2-203,16.0415197089026,0.195874409982749,0.534462877796291,0.667561987014924,0.819349961667541
Rbm17-201,17.9998529204964,-0.194256516802812,0.551832412471978,0.667821456117446,0.819574783687148
Zbtb10-201,20.2149148624127,-0.163245775896943,0.414361286473874,0.667982771274369,0.819679110010198
Sec31b-201,0.0954456880824621,-0.00307525238524021,1.0182373846367,0.66806012427961,NA
Vmn2r12-201,0.0852798233725163,0.0272572505942846,1.01749808498075,0.6680863124564,NA
Tollip-201,9.49863170390339,-0.190194414040288,0.503080959113151,0.668111316488712,0.819680249639086
Trim35-201,3.54763757263845,0.222217048087195,0.721718401524662,0.668282545388748,0.819680249639086
Stox2-201,0.489292685188969,0.0201625947843791,1.01623235289628,0.668332873099527,0.819680249639086
Pura-201,0.782744712054597,-0.0528774828611683,0.919656779546041,0.668340600464655,0.819680249639086
Lrriq1-203,2.64103149315871,-0.312792796154856,1.02294905465832,0.668365230551923,0.819680249639086
Dnajc27-201,0.138842292935583,-0.000171879453950516,1.01739761232258,0.668443763619858,NA
Ifi27l2a-201,0.384994852335858,-0.0126981547526627,1.01857765889779,0.668489633237411,NA
Rpap1-203,8.25018386994549,0.213957181814636,0.616165498239084,0.668569634613591,0.819837330481643
Zfp667-205,0.329271465371509,0.0207261138355733,1.01637778405909,0.668590520666902,NA
Sv2a-201,0.189239007588837,0.00152756537722295,1.01770397869404,0.668610017257784,NA
Ptpa-201,1.35322913770464,0.309729742192461,0.899946408708806,0.668716843265268,0.819906013256587
Dgkb-201,0.0951169202069941,-0.0030318288348106,1.01823559401151,0.66872617103031,NA
Nfat5-214,0.414051880114296,-0.282661524468655,1.02706184677412,0.668814981324477,0.819906013256587
Mfsd10-201,19.4064011783273,-0.203106297400861,0.560293478616905,0.668875946963134,0.819906013256587
Ptpre-207,35.267278587255,0.169009483803855,0.674202362062122,0.668930953284373,0.819906013256587
Serinc4-201,0.0959911871359223,-0.00274286073971744,1.01818982237554,0.669155356146698,NA
Klk14-201,0.159471118661261,0.00222715573996932,1.01750390137913,0.669181065055905,NA
Slc27a1-201,1.0347136817392,-0.173953253887582,0.919159512140997,0.669365119256186,0.820344564865939
Spred3-201,0.586723804094881,-0.14831605509553,1.02629212472283,0.669631325038741,0.820577195250532
Rab30-201,0.276392332623198,0.0631009133550647,1.00875331468287,0.669671550620749,NA
Ugt2b36-201,0.0457631134721903,0.0418516109414825,1.01885993825714,0.669704434944328,NA
Eln-201,0.225735498131656,0.00598272220859385,1.01697786266798,0.669725473783471,NA
Rmdn2-208,0.326314494421914,0.00705952284950684,1.01679986067226,0.669772686771198,NA
Mael-201,9.86831537605539,0.642182802308218,1.07923309872359,0.669857772272548,0.820761057345924
Castor2-201,0.642441339028511,0.254286223111608,0.940282681694185,0.669935482458232,0.820762654261671
C7-201,0.171281284301492,0.0238563906466015,1.0168565029405,0.669957689409001,NA
Cmc2-205,8.40253061361972,0.399951769983977,1.04211046157578,0.670063741689454,0.82082617324987
Ccdc186-202,70.5937891096263,-0.141969925087102,0.35752730220536,0.670214714933202,0.820837116817201
Emb-201,6.62382018510942,-0.216369720476755,0.711381532206039,0.670269573066424,0.820837116817201
Usp51-201,1.2397833404202,0.131042477999599,0.928897757933583,0.67039219337555,0.820837116817201
Inafm1-201,1.2155485670357,-0.157281744131805,0.957846940542228,0.670647349321221,0.820837116817201
Polr1e-204,5.96484861441998,0.339325554895911,1.00312533360451,0.670683930878608,0.820837116817201
Fmo5-203,3.76410032994475,-0.156157766303487,0.804675118985989,0.670693722044839,0.820837116817201
Fam166a-201,0.442574728446607,-0.0136444572353746,1.01854701160931,0.670706938772992,0.820837116817201
Cdk17-201,5.64815258555264,0.239369635431506,0.771011301189597,0.670763502791347,0.820837116817201
Selenok-201,26.029538206991,-0.225050396622823,0.526888765675625,0.670819706441118,0.820837116817201
Gdap2-201,11.0869091821586,0.219557531061752,0.695009435144949,0.670836813306479,0.820837116817201
Anp32b-201,41.1415342508037,0.134722027019815,0.337814612491463,0.671681161401737,0.82177665555552
Rarb-201,0.626249076099681,0.0207958175066709,1.01620225241591,0.671809934929892,0.821840601414064
Tmem176a-201,0.0946788602010116,-0.00250387446436884,1.01818284043436,0.671858066874174,NA
Cacna1b-201,0.0839549492122712,0.0263945313691064,1.01745386706857,0.672264089985435,NA
Epha2-201,0.463871736819654,-0.367600979366076,1.04764121619119,0.672297558863499,0.822343472706868
Frmd5-207,8.06119095297731,0.215908783752788,0.685401747962858,0.672380819848394,0.822351675601896
Pde6a-201,0.525878270539705,0.00900614973680504,1.01644280183299,0.672473940413176,0.822371933961559
Sirpb1c-201,0.219577421801039,0.00590390129957011,1.01699752091174,0.672931428912756,NA
St3gal5-202,6.77848761551542,0.21137008292018,0.623447912343468,0.672953193454976,0.82286433740391
Zc3hc1-201,1.11645641809048,-0.0410437602849029,0.90818954543725,0.673088578743345,0.822897611348986
Itch-202,1.83389030934414,-0.220823126931117,0.821561587425869,0.673179768593815,0.822897611348986
Rngtt-202,2.14548687425908,0.012090188182922,1.01610632203858,0.673210222354765,0.822897611348986
Pfas-201,1.12210972469417,0.19122395365072,0.886544625641324,0.67331860108955,0.822898120184308
Ulk4-209,3.93703464077654,0.237021158316834,0.771942747501545,0.67336384997394,0.822898120184308
